model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,use_heterogeneous_agents,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,seed,convergence_cycle,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs,homophily_strength
bipolarization,heterogeneous,18,2,2,0.2,0.2,0.4,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.0598572753232276,0.0241315746993329,0.0214335814780728,2,3,0.2,0,0.5
bipolarization,heterogeneous,18,2,2,0.2,0.2,0.4,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.0598572753232276,0.0241315746993329,0.0214335814780728,2,3,0.2,0,0.5
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,heterogeneous,4,3,3,0.3,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,20,0.154620912701423,4.482303657E-08,2.621614165E-08,1,4,0.4,0,1
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,43,0,5,0.2,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.044717907203919,6.3269967607E-07,0.0000005241485445,1,3,0.2,0,0.5
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,heterogeneous,28,3,3,0.1,0.4,0.8,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,30,0.0766073863313035,5.039951183333E-05,3.135694729004E-05,1,4,0.4,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,homogeneous,39,0,4,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.3,0,0.5
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,40,2,2,0.3,0.3,0.7,0.3,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.0453348222533624,1.268922783E-08,7.37102688E-09,1,3,0.4,0,0.7
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.6,0,1
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,21,3,3,0.2,0.2,0.7,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,20,0.109116598668514,2.13466474078E-06,1.29609767339E-06,1,4,0.5,0,0.5
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,4.47792793694704E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,7.12889348418325E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,4.34257261248481E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,4.28636038694465E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,1.09591146466576E+017,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,8.63617513033061E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,4.6926904669588E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
bipolarization,heterogeneous,41,1,2,0.2,0.3,0.6,0.1,true,0,0.3,0,0,7.24071359189169E+018,15,0.0828305469684234,1.25979830965E-06,5.4696778096E-07,1,2,0.3,0,0.3
