model_type,current_condition,selected_debate_id,debate_label,current_experiment_id,use_distinct_agents,speaking_mode,pro_count,seed,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,convergence_cycle,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
bipolarization,homogeneous,12,H16,bipol_ndist_speak,false,true,0,4692690466958798800.0,0,0.3,0.1,0.7,0.1,0.05,0.1,0.1,0.05,15,0.00525953551287914,0.02688655677727536,0.00572668575958215,0.00568609225938795,2,2,0.6,0.0
bipolarization,homogeneous,8,H6,bipol_ndist_nospeak,false,false,0,6905470370856337400.0,0,0.3,0.4,0.8,0.3,0.05,0.1,0.1,0.05,15,0.00799629200960219,0.03777838012483727,0.00000105073596964,0.00000000716616687,1,3,0.4,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,6905470370856337400.0,0,0.05,0.3,0.0,0.0,0.1,0.2,0.0,0.0,15,0.01825134435490018,0.04255764795424754,0.01340507536906586,0.00751198836734507,4,5,0.0,0.0
bipolarization,homogeneous,7,H10,bipol_ndist_speak,false,true,0,7139002048363152400.0,0,0.2,0.2,0.5,0.2,0.05,0.1,0.1,0.05,15,0.01442893048172917,0.09326954816197225,0.00238998288506039,0.0002219935111753,2,4,0.3,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,7139002048363152400.0,0,0.05,0.3,0.0,0.0,0.1,0.2,0.0,0.0,20,0.01825134435490018,0.05048999541564376,0.01141267771922637,0.01034534699629682,3,5,0.0,0.0
clustering,heterogeneous,3,M17,clst_dist_nospeak,true,false,0,6905470370856337400.0,0,0.1,0.5,0.0,0.0,0.05,0.2,0.0,0.0,15,0.02156627616074153,0.11380677653433961,0.0030993553284601,0.00155460093957647,3,4,0.0,0.0
bipolarization,homogeneous,12,H16,bipol_dist_speak,true,true,0,4692690466958798800.0,0,0.5,0.3,0.7,0.3,0.05,0.2,0.3,0.0,15,0.00525953551287914,0.07980487235142274,0.00000000012828076,0.00000000000003648,1,2,0.39999999999999997,0.0
clustering,heterogeneous,4,M19,clst_dist_speak,true,true,0,8636175130330607600.0,0,0.05,0.7,0.0,0.0,0.05,0.0,0.0,0.0,20,0.0271135913655264,0.04484454083710634,0.00488497353427871,0.00391926847412074,3,3,0.0,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,7240713591891685400.0,0,0.4,0.3,0.0,0.0,0.1,0.2,0.0,0.0,15,0.01825134435490018,0.10022486652738039,0.0010106460823041,0.00018853004263782,2,5,0.0,0.0
bipolarization,homogeneous,7,H10,bipol_dist_nospeak,true,false,0,7240713591891685400.0,0,0.5,0.1,0.5,0.2,0.05,0.1,0.1,0.1,15,0.01442893048172917,0.09721876305103283,0.01514307912469453,0.02118607679395953,3,4,0.4,0.0
bipolarization,homogeneous,7,H10,bipol_ndist_speak,false,true,0,7240713591891685400.0,0,0.2,0.2,0.5,0.2,0.05,0.1,0.1,0.05,15,0.01442893048172917,0.0958307826739707,0.0007834670878144,0.00006384610369068,2,4,0.3,0.0
bipolarization,homogeneous,12,H16,bipol_dist_speak,true,true,0,8636175130330607600.0,0,0.5,0.3,0.7,0.3,0.05,0.2,0.3,0.0,15,0.00525953551287914,0.08628339765753197,0.00000000010590311,0.0000000000000605,1,2,0.39999999999999997,0.0
